startTime,endTime,subVerb
2018-07-15T16:56:49,2018-07-15T16:59:19,walking
2018-07-15T17:00:49,2018-07-15T17:06:49,walking
2018-07-15T17:29:07,2018-07-15T17:31:52,walking
2018-07-15T17:31:51,2018-07-15T17:52:07,transport
2018-07-15T19:28:11,2018-07-15T19:40:39,transport
2018-07-15T20:42:47,2018-07-15T21:26:02,transport
2018-07-15T21:26:01,2018-07-15T21:28:28,walking
2018-07-15T21:30:31,2018-07-15T21:32:31,walking
2018-07-15T21:44:58,2018-07-15T21:58:20,transport
2018-07-15T21:59:00,2018-07-15T21:59:30,walking
2018-07-15T22:00:30,2018-07-15T22:01:00,walking
2018-07-16T01:21:19,2018-07-16T01:25:02,walking
2018-07-16T01:38:33,2018-07-16T01:39:03,walking
2018-07-16T14:22:37,2018-07-16T14:35:08,transport
2018-07-16T14:36:37,2018-07-16T14:37:07,walking
2018-07-16T14:41:55,2018-07-16T14:47:38,transport
2018-07-16T14:47:38,2018-07-16T14:49:42,walking
2018-07-16T15:45:19,2018-07-16T16:55:25,transport
2018-07-16T17:31:50,2018-07-16T19:01:43,transport
2018-07-16T19:04:57,2018-07-16T19:05:07,walking
2018-07-16T19:28:23,2018-07-16T22:35:53,transport
2018-07-16T22:37:43,2018-07-16T22:38:13,walking
2018-07-16T23:31:46,2018-07-16T23:51:43,transport
2018-07-17T00:34:51,2018-07-17T01:27:06,transport
2018-07-17T01:30:20,2018-07-17T01:32:20,walking
2018-07-17T03:50:46,2018-07-17T03:50:49,walking
2018-07-17T12:15:13,2018-07-17T12:28:46,cycling
2018-07-17T12:28:47,2018-07-17T12:35:58,walking
2018-07-17T15:12:57,2018-07-17T15:14:03,walking
2018-07-17T15:14:04,2018-07-17T15:16:15,walking
2018-07-17T15:18:44,2018-07-17T15:20:44,walking
2018-07-17T15:36:29,2018-07-17T15:38:50,walking
2018-07-17T16:59:06,2018-07-17T17:02:43,walking
2018-07-17T17:05:29,2018-07-17T17:06:29,walking
2018-07-17T19:46:49,2018-07-17T19:51:15,walking
2018-07-17T21:18:20,2018-07-17T21:28:48,walking
2018-07-18T01:28:45,2018-07-18T01:36:30,cycling
2018-07-18T01:38:00,2018-07-18T01:38:30,walking
2018-07-18T10:44:46,2018-07-18T10:55:38,transport
2018-07-18T10:55:38,2018-07-18T10:59:58,walking
2018-07-18T11:01:20,2018-07-18T11:04:50,walking
2018-07-18T17:12:09,2018-07-18T17:23:04,walking
2018-07-18T17:27:04,2018-07-18T17:29:04,walking
2018-07-18T19:14:52,2018-07-18T19:18:37,cycling
2018-07-18T19:18:58,2018-07-18T19:20:28,walking
2018-07-18T20:18:39,2018-07-18T20:21:47,walking
2018-07-18T20:25:28,2018-07-18T20:41:05,walking
2018-07-18T23:24:35,2018-07-18T23:34:53,walking
2018-07-18T23:35:47,2018-07-18T23:36:17,walking
2018-07-19T00:51:37,2018-07-19T00:55:33,cycling
2018-07-19T01:04:31,2018-07-19T01:05:01,walking
2018-07-19T16:51:32,2018-07-19T17:52:37,transport
2018-07-19T17:56:29,2018-07-19T17:57:29,walking
2018-07-19T18:01:30,2018-07-19T18:02:00,walking
2018-07-19T19:28:38,2018-07-19T20:08:53,transport
2018-07-19T20:10:31,2018-07-19T20:11:31,walking
2018-07-19T20:23:18,2018-07-19T20:39:58,transport
2018-07-19T20:40:09,2018-07-19T20:41:09,walking
2018-07-19T22:17:37,2018-07-19T22:34:17,transport
2018-07-19T22:37:03,2018-07-19T22:47:00,walking
2018-07-19T22:56:12,2018-07-19T23:05:25,transport
2018-07-19T23:05:25,2018-07-19T23:23:22,walking
2018-07-20T12:18:21,2018-07-20T12:35:01,transport
2018-07-20T12:35:42,2018-07-20T12:36:42,walking
2018-07-20T12:47:01,2018-07-20T13:51:17,transport
2018-07-20T13:54:18,2018-07-20T13:54:48,walking
2018-07-21T10:47:01,2018-07-21T10:52:59,transport
2018-07-21T10:53:09,2018-07-21T10:57:59,walking
2018-07-21T11:00:00,2018-07-21T11:02:10,walking
2018-07-21T12:09:06,2018-07-21T12:41:49,transport
2018-07-21T12:42:17,2018-07-21T12:45:28,walking
2018-07-21T12:50:58,2018-07-21T14:25:04,transport
2018-07-21T14:25:04,2018-07-21T14:43:46,walking
2018-07-21T14:47:10,2018-07-21T14:51:30,walking
2018-07-21T14:53:31,2018-07-21T14:57:01,walking
2018-07-21T16:24:39,2018-07-21T16:49:31,transport
2018-07-21T16:49:31,2018-07-21T16:53:36,walking
2018-07-21T18:08:50,2018-07-21T19:32:46,transport
2018-07-21T19:32:45,2018-07-21T19:36:15,walking
2018-07-21T19:36:15,2018-07-21T19:43:23,transport
2018-07-21T19:45:40,2018-07-21T19:46:10,walking
2018-07-21T22:58:49,2018-07-21T23:26:48,transport
2018-07-21T23:26:47,2018-07-21T23:29:27,walking
2018-07-21T23:30:47,2018-07-21T23:31:17,walking
2018-07-21T23:32:38,2018-07-21T23:43:32,walking
2018-07-21T23:48:32,2018-07-21T23:48:35,walking
2018-07-22T10:28:56,2018-07-22T10:33:34,walking
2018-07-22T21:11:12,2018-07-22T21:18:23,walking
2018-07-22T21:48:24,2018-07-22T21:51:00,walking
2018-07-22T21:51:00,2018-07-22T21:51:30,walking
2018-07-22T22:06:55,2018-07-22T22:19:10,walking
2018-07-23T20:31:49,2018-07-23T20:39:41,walking
2018-07-23T20:39:41,2018-07-23T20:42:41,transport
2018-07-23T20:42:42,2018-07-23T20:46:42,walking
2018-07-23T20:46:42,2018-07-23T21:33:18,transport
2018-07-23T23:22:52,2018-07-23T23:45:33,transport
2018-07-23T23:45:33,2018-07-23T23:45:48,walking
2018-07-24T10:59:05,2018-07-24T11:09:27,cycling
2018-07-24T11:09:26,2018-07-24T11:17:06,walking
2018-07-24T11:18:05,2018-07-24T11:18:35,walking
2018-07-24T13:31:11,2018-07-24T13:31:41,walking
2018-07-24T14:13:46,2018-07-24T14:24:06,cycling
2018-07-24T14:24:34,2018-07-24T14:29:04,walking
2018-07-24T15:04:06,2018-07-24T15:11:37,transport
2018-07-24T15:17:01,2018-07-24T15:18:01,walking
2018-07-24T15:21:29,2018-07-24T16:01:54,transport
2018-07-24T16:02:40,2018-07-24T16:05:40,walking
2018-07-24T16:15:10,2018-07-24T16:22:03,transport
2018-07-24T16:22:02,2018-07-24T16:32:39,walking
2018-07-24T16:35:33,2018-07-24T16:36:33,walking
2018-07-25T18:38:01,2018-07-25T18:46:16,walking
2018-07-25T18:46:16,2018-07-25T19:41:12,transport
2018-07-25T19:41:50,2018-07-25T19:43:50,walking
2018-07-25T19:56:43,2018-07-25T19:58:37,transport
2018-07-25T19:58:37,2018-07-25T19:59:30,walking
2018-07-25T20:00:00,2018-07-25T20:01:31,walking
2018-07-26T01:19:28,2018-07-26T01:20:14,transport
2018-07-26T01:30:24,2018-07-26T02:00:00,transport
2018-07-26T02:00:00,2018-07-26T02:17:30,transport
2018-07-26T02:19:38,2018-07-26T02:20:38,walking
2018-07-26T11:17:45,2018-07-26T11:27:09,cycling
2018-07-26T11:27:09,2018-07-26T11:39:05,walking
2018-07-26T14:25:27,2018-07-26T14:32:21,walking
2018-07-26T15:36:05,2018-07-26T15:39:53,walking
2018-07-26T15:39:53,2018-07-26T15:46:36,walking
2018-07-26T16:53:38,2018-07-26T17:40:00,walking
2018-07-26T17:40:00,2018-07-26T17:46:30,walking
2018-07-26T19:11:08,2018-07-26T19:31:22,walking
2018-07-27T09:43:09,2018-07-27T10:32:08,transport
2018-07-27T10:32:08,2018-07-27T10:42:16,walking
2018-07-27T10:42:15,2018-07-27T10:42:39,walking
2018-07-27T10:44:38,2018-07-27T10:45:08,walking
2018-07-27T14:54:02,2018-07-27T15:04:04,walking
2018-07-27T15:04:03,2018-07-27T15:25:57,transport
2018-07-27T15:27:21,2018-07-27T15:27:35,walking
2018-07-27T16:50:07,2018-07-27T17:32:23,transport
2018-07-27T17:32:23,2018-07-27T17:32:32,walking
2018-07-27T19:06:33,2018-07-27T19:07:03,walking
2018-07-28T02:47:21,2018-07-28T03:11:09,transport
2018-07-28T03:11:08,2018-07-28T03:18:58,walking
2018-07-28T03:18:58,2018-07-28T03:22:38,walking
2018-07-28T03:30:09,2018-07-28T03:30:39,walking
2018-07-28T23:26:41,2018-07-28T23:26:48,walking
2018-07-30T15:44:25,2018-07-30T15:47:35,walking
2018-07-30T15:50:28,2018-07-30T15:54:08,walking
2018-07-30T16:01:06,2018-07-30T16:04:06,walking
2018-07-30T20:31:47,2018-07-30T20:37:02,walking
2018-07-30T20:40:18,2018-07-30T20:40:48,walking
2018-07-30T20:43:40,2018-07-30T21:37:10,transport
2018-07-30T21:42:52,2018-07-30T21:46:22,walking
2018-07-30T23:47:28,2018-07-30T23:51:43,transport
2018-07-30T23:52:31,2018-07-30T23:53:01,walking
2018-07-31T00:04:38,2018-07-31T00:05:38,walking
2018-07-31T00:28:11,2018-07-31T00:54:29,transport
2018-07-31T00:58:18,2018-07-31T00:58:48,walking
2018-07-31T00:59:17,2018-07-31T01:04:10,transport
2018-07-31T01:08:27,2018-07-31T01:09:57,walking
2018-07-31T22:01:13,2018-07-31T22:02:13,walking
2018-08-01T13:40:21,2018-08-01T13:43:22,walking
2018-08-01T13:44:33,2018-08-01T13:47:34,walking
2018-08-01T13:48:52,2018-08-01T13:50:52,walking
2018-08-01T14:03:09,2018-08-01T14:03:28,walking
2018-08-01T14:03:28,2018-08-01T14:04:09,walking
2018-08-01T17:54:13,2018-08-01T17:56:54,walking
2018-08-01T18:02:54,2018-08-01T18:04:24,walking
2018-08-01T18:22:14,2018-08-01T18:25:14,walking
2018-08-02T02:06:14,2018-08-02T02:11:56,transport
2018-08-02T11:37:52,2018-08-02T11:40:52,walking
2018-08-02T21:24:03,2018-08-02T21:33:25,walking
2018-08-02T21:42:15,2018-08-02T21:42:45,walking
2018-08-02T22:45:19,2018-08-02T22:52:34,walking
2018-08-02T23:33:51,2018-08-02T23:41:41,walking
2018-08-03T01:38:42,2018-08-03T01:56:31,walking
2018-08-03T01:58:30,2018-08-03T01:59:00,walking
2018-08-03T02:00:00,2018-08-03T02:00:30,walking
2018-08-03T02:29:55,2018-08-03T02:42:41,walking
2018-08-03T20:39:25,2018-08-03T20:47:16,walking
2018-08-03T20:47:15,2018-08-03T21:16:29,transport
2018-08-03T21:16:47,2018-08-03T21:17:17,walking
2018-08-03T23:52:30,2018-08-03T23:59:38,transport
2018-08-03T23:59:42,2018-08-04T00:03:15,walking
2018-08-04T02:30:48,2018-08-04T02:31:18,walking
2018-08-04T02:35:41,2018-08-04T02:41:03,transport
2018-08-04T02:43:53,2018-08-04T02:46:25,walking
2018-08-04T10:56:47,2018-08-04T14:12:57,transport
2018-08-04T14:12:57,2018-08-04T14:15:27,walking
2018-08-04T14:15:27,2018-08-04T15:53:13,transport
2018-08-04T15:53:58,2018-08-04T15:54:28,walking
2018-08-04T16:34:28,2018-08-04T17:16:45,transport
2018-08-04T17:19:58,2018-08-04T17:20:28,walking
2018-08-04T19:43:24,2018-08-04T19:56:26,transport
2018-08-04T19:58:50,2018-08-04T19:59:20,walking
2018-08-04T21:38:08,2018-08-04T21:49:53,transport
2018-08-04T21:50:22,2018-08-04T21:51:52,walking
2018-08-04T21:53:22,2018-08-04T21:55:30,walking
2018-08-04T23:06:42,2018-08-04T23:09:42,walking
2018-08-04T23:11:32,2018-08-04T23:17:12,walking
2018-08-04T23:17:13,2018-08-04T23:28:58,transport
2018-08-04T23:32:14,2018-08-04T23:36:14,walking
2018-08-05T07:21:06,2018-08-05T07:29:55,transport
2018-08-05T07:29:55,2018-08-05T07:30:38,walking
2018-08-05T08:25:59,2018-08-05T08:33:49,transport
2018-08-05T08:34:15,2018-08-05T08:34:45,walking
2018-08-05T09:15:24,2018-08-05T09:15:54,walking
2018-08-05T09:17:33,2018-08-05T09:25:51,transport
2018-08-05T09:27:55,2018-08-05T09:28:25,walking
2018-08-05T09:31:49,2018-08-05T09:35:26,walking
2018-08-05T09:35:25,2018-08-05T09:56:01,transport
2018-08-05T09:59:57,2018-08-05T10:00:27,walking
2018-08-05T15:45:30,2018-08-05T15:54:41,transport
2018-08-05T15:57:32,2018-08-05T16:02:48,walking
2018-08-05T16:38:25,2018-08-05T17:24:42,transport
2018-08-05T17:53:58,2018-08-05T22:38:50,transport
2018-08-05T22:39:53,2018-08-05T22:40:53,walking
2018-08-05T23:35:32,2018-08-06T00:03:25,transport
2018-08-06T00:03:25,2018-08-06T00:11:27,walking
2018-08-07T03:07:28,2018-08-07T03:27:36,walking
2018-08-07T03:29:56,2018-08-07T03:33:26,walking
2018-08-07T03:40:44,2018-08-07T03:42:55,transport
2018-08-07T03:42:55,2018-08-07T04:05:09,walking
2018-08-07T16:13:19,2018-08-07T16:19:08,walking
2018-08-07T16:19:08,2018-08-07T17:02:56,transport
2018-08-07T17:20:28,2018-08-07T17:42:51,transport
2018-08-07T17:43:13,2018-08-07T17:47:13,walking
2018-08-07T18:05:53,2018-08-07T18:08:53,walking
2018-08-07T23:18:31,2018-08-07T23:24:46,transport
2018-08-07T23:28:00,2018-08-07T23:34:30,walking
2018-08-07T23:41:06,2018-08-07T23:45:34,transport
2018-08-07T23:46:12,2018-08-07T23:47:42,walking
2018-08-08T01:50:32,2018-08-08T01:59:59,transport
2018-08-08T02:00:00,2018-08-08T02:36:14,transport
2018-08-08T02:41:46,2018-08-08T02:43:46,walking
2018-08-08T10:03:37,2018-08-08T10:08:28,transport
2018-08-08T10:08:28,2018-08-08T10:11:28,running
2018-08-08T10:11:28,2018-08-08T10:22:36,walking
2018-08-08T19:37:32,2018-08-08T19:44:27,walking
2018-08-08T20:26:54,2018-08-08T20:32:28,walking
2018-08-09T12:47:35,2018-08-09T13:00:43,walking
2018-08-09T13:00:43,2018-08-09T13:38:23,transport
2018-08-09T13:38:45,2018-08-09T13:39:45,walking
2018-08-09T14:06:03,2018-08-09T14:18:32,transport
2018-08-09T14:19:44,2018-08-09T14:20:14,walking
2018-08-09T14:33:49,2018-08-09T14:45:34,transport
2018-08-09T14:45:33,2018-08-09T14:53:25,walking
2018-08-09T14:54:04,2018-08-09T14:54:34,walking
2018-08-09T15:21:33,2018-08-09T15:24:03,walking
2018-08-09T15:35:47,2018-08-09T15:55:56,transport
2018-08-09T16:46:45,2018-08-09T17:51:37,transport
2018-08-09T17:51:37,2018-08-09T17:53:52,walking
2018-08-09T17:58:27,2018-08-09T20:53:07,transport
2018-08-09T21:03:03,2018-08-09T22:59:25,transport
2018-08-09T23:01:20,2018-08-09T23:02:50,walking
2018-08-10T12:05:49,2018-08-10T12:06:49,walking
2018-08-10T12:15:21,2018-08-10T12:44:20,transport
2018-08-10T12:45:58,2018-08-10T12:46:58,walking
2018-08-10T14:29:32,2018-08-10T14:46:36,transport
2018-08-10T14:49:36,2018-08-10T14:54:06,walking
2018-08-10T17:51:25,2018-08-10T17:52:25,walking
2018-08-10T18:43:15,2018-08-10T18:51:16,transport
2018-08-10T18:52:30,2018-08-10T18:54:00,walking
2018-08-10T19:04:31,2018-08-10T19:05:01,walking
2018-08-10T19:10:34,2018-08-10T19:50:04,transport
2018-08-10T19:51:11,2018-08-10T19:58:11,walking
2018-08-10T20:00:12,2018-08-10T20:00:42,walking
2018-08-11T15:24:20,2018-08-11T16:02:25,transport
2018-08-11T16:10:26,2018-08-11T16:13:56,walking
2018-08-11T17:12:13,2018-08-11T17:47:40,transport
2018-08-11T17:47:40,2018-08-11T17:55:12,walking
2018-08-11T18:40:56,2018-08-11T18:45:50,walking
2018-08-11T18:45:50,2018-08-11T19:20:29,transport
2018-08-11T19:25:22,2018-08-11T19:26:22,walking
